Key,Title,Upload_Date,Views,Likes,Dislikes,Comments
YJVmu6yttiw,SKRILLEX - Bangarang feat. Sirah [Official Music Video],2012-02-16T21:29:19Z,804536950,5646726,229500,369976
,,,,,,
QYh6mYIJG2Y,Ariana Grande - 7 rings (Official Video),2019-01-18T04:57:49Z,807685665,10917068,494870,620399
,,,,,,
tAGnKpE4NCI,Metallica: Nothing Else Matters (Official Music Video),2009-10-27T01:57:59Z,806054780,3001559,185399,88203
,,,,,,
lwk5OUII9Vc,Ayo & Teo - Rolex (Official Music Video),2017-05-26T16:00:08Z,800939386,7272114,387523,302440
,,,,,,
T7VewKI44rQ,"Nacho, Yandel, Bad Bunny - Báilame (Remix)",2017-08-11T04:00:01Z,798532429,2629697,192250,116530
,,,,,,
ME2Hufquz0k,"Wisin - Adrenalina (Official Video) ft. Jennifer Lopez, Ricky Martin",2014-03-03T08:00:01Z,797275173,1700872,120035,47176
,,,,,,
wzMrK-aGCug,Rae Sremmurd - No Type (Official Video),2014-09-17T17:59:12Z,797054759,4589334,297397,158073
,,,,,,
8WYHDfJDPDc,Nelly - Dilemma ft. Kelly Rowland (Official Video),2009-10-05T21:48:04Z,800206659,3947954,156389,109434
,,,,,,
4GuqB1BQVr4,Justin Bieber - Boyfriend (Official Music Video),2012-05-03T23:50:06Z,796093206,4823750,1038135,627802
,,,,,,
P2hM9CLAMu4,#Jesse&Joy - ¡Corre!,2011-12-02T16:58:15Z,796994713,1786676,106852,86684
,,,,,,
cPAbx5kgCJo,Auli'i Cravalho - How Far I'll Go,2016-12-12T08:00:01Z,799069344,2589434,339079,90943
,,,,,,
kLpH1nSLJSs,Bad Bunny - Amorfoda | Video Oficial,2018-02-15T00:00:03Z,796848869,6107847,411544,351524
,,,,,,
4fndeDfaWCg,Backstreet Boys - I Want It That Way (Official Music Video),2009-10-25T07:07:57Z,798273522,3773283,139714,187781
,,,,,,
kYtGl1dX5qI,will.i.am - Scream & Shout ft. Britney Spears (Official Music Video),2012-11-29T02:50:08Z,795820008,3407495,246702,283677
,,,,,,
SYM-RJwSGQ8,Tove Lo - Habits (Stay High) - Hippie Sabotage Remix,2014-04-04T14:00:07Z,792600848,3915315,142725,88310
,,,,,,
b8m9zhNAgKs,Rae Sremmurd - Black Beatles ft. Gucci Mane (Official Video),2016-09-22T19:00:04Z,791173269,5680428,297613,199868
,,,,,,
SHq2qrFUlGY,Shakira - Perro Fiel (Official Video) ft. Nicky Jam,2017-09-15T15:44:14Z,791243126,2736709,255244,116634
,,,,,,
Sv6dMFF_yts,Fun.: We Are Young ft. Janelle Monáe [OFFICIAL VIDEO],2011-12-28T06:24:43Z,792832800,4420893,122318,221021
,,,,,,
2zNSgSzhBfM,MACKLEMORE & RYAN LEWIS - CAN'T HOLD US FEAT. RAY DALTON (OFFICIAL MUSIC VIDEO),2013-04-17T16:00:22Z,792299693,4816641,135056,215378
,,,,,,
8JnfIa84TnU,Clean Bandit - Solo (feat. Demi Lovato) [Official Video],2018-05-31T09:00:13Z,790076732,5139932,187017,125754
,,,,,,
wJnBTPUQS5A,Alan Walker - The Spectre,2017-09-15T07:02:57Z,789602796,6595596,161039,371006
,,,,,,
1ekZEVeXwek,Ariana Grande - Into You (Official Video),2016-05-24T04:00:00Z,788313037,4120983,162639,171549
,,,,,,
AtKZKl7Bgu0,Calvin Harris - I Need Your Love (Official Video) ft. Ellie Goulding,2013-04-14T23:00:13Z,784165730,2525962,81709,75731
,,,,,,
n38kGst16sI,Twinkle Twinkle Little Star | CoComelon Nursery Rhymes & Kids Songs,2017-12-06T08:00:02Z,791499230,2187850,1516270,67
,,,,,,
bX3S-_jUauc,Paulo Londra ft Lenny Tavarez - Nena Maldicion (Official Video),2018-01-29T22:00:05Z,782741761,4107423,165930,215122
,,,,,,
_wL3Pc-EmjA,"HA-ASH - Perdón, Perdón (Primera Fila - Hecho Realidad [En Vivo])",2014-10-27T07:00:01Z,780530645,2161581,133483,55296
,,,,,,
eAqeed4INns,J Balvin BONITA feat. Jowell & Randy,2017-05-21T19:17:23Z,783734186,2290358,339574,79717
,,,,,,
pa14VNsdSYM,Rihanna - Only Girl (In The World) (Official Music Video),2010-10-12T22:31:11Z,778346425,2251907,96917,120220
,,,,,,
n4RjJKxsamQ,Scorpions - Wind Of Change (Official Music Video),2009-11-01T09:42:41Z,778249354,2993120,120596,98856
,,,,,,
1wYNFfgrXTI,Eminem - When I'm Gone (Official Music Video),2009-06-17T00:23:36Z,777635548,4311482,121170,270207
,,,,,,
wyx6JDQCslE,LMFAO - Sexy and I Know It (Official Video),2011-09-16T07:00:00Z,778633753,4359620,359035,432448
,,,,,,
ovX1HloCgdA,Sensualidad - Bad Bunny X Prince Royce X J Balvin X Dj Luian X Mambo Kingz,2017-11-03T04:00:11Z,776333607,3377314,254213,136820
,,,,,,
au2n7VVGv_c,Post Malone - Psycho ft. Ty Dolla $ign,2018-03-23T04:00:00Z,776423020,4785759,191953,117319
,,,,,,
aSjflT_J0Xo,Paulo Londra - Adan y Eva (Official Video),2018-11-05T18:00:04Z,775853200,4926418,230521,244365
,,,,,,
OMOGaugKpzs,The Police - Every Breath You Take,2010-02-23T15:22:13Z,774175521,2846341,95689,85068
,,,,,,
9jK-NcRmVcw,Europe - The Final Countdown (Official Video),2009-10-25T20:18:12Z,774352044,3440305,144271,172875
,,,,,,
sD9_l3oDOag,Sebastián Yatra - No Hay Nadie Más,2018-01-26T05:00:01Z,772590510,2933010,114913,86590
,,,,,,
4m1EFMoRFvY,Beyoncé - Single Ladies (Put a Ring on It) (Video Version),2009-10-03T04:53:50Z,771441062,2765793,140915,127315
,,,,,,
H6qNS9toSWk,أغنية هالصيصان شو حلوين 2018,2018-01-05T14:23:38Z,782864067,3206033,1539393,31971
,,,,,,
wcLNteez3c4,PSY (ft. HYUNA) - 오빤 딱 내 스타일 M/V,2012-08-14T15:00:06Z,769608808,2482294,507651,358411
,,,,,,
CY8E6N5Nzec,Marshmello & Anne-Marie - FRIENDS (Lyric Video) *OFFICIAL FRIENDZONE ANTHEM*,2018-02-09T04:41:39Z,772032195,6973057,205515,285456
,,,,,,
_CL6n0FJZpk,Dr. Dre ft. Snoop Dogg - Still D.R.E. (Official Video),2011-10-27T16:48:34Z,770917443,5180688,154817,197461
,,,,,,
CfihYWRWRTQ,John Newman - Love Me Again,2013-05-08T20:00:30Z,767333428,4178947,106264,151453
,,,,,,
#NAME?,"Sebastián Yatra, Mau y Ricky - Ya No Tiene Novio",2018-08-10T04:00:00Z,767400934,2410592,164310,69904
,,,,,,
cedoBlUvBlI,Era Istrefi - Bonbon (Official Video),2016-03-07T21:45:15Z,767305608,4344858,228134,232000
,,,,,,
JeLIYZJ3hfM,Bandar Mama Pahan Pajama - 3D Animated Hindi Rhymes,2014-06-08T10:17:32Z,784344549,2251817,1676330,2064
,,,,,,
ZyhrYis509A,Aqua - Barbie Girl,2010-08-20T16:35:21Z,766961248,3877758,391337,285203
,,,,,,
v2AC41dglnM,AC/DC - Thunderstruck (Official Video),2012-11-07T15:15:10Z,766506927,3314438,175401,100950
,,,,,,
3YxaaGgTQYM,Evanescence - Bring Me To Life (Official Music Video),2009-12-02T09:44:34Z,764788168,5402953,143281,210880
,,,,,,
6GUm5g8SG4o,R. City - Locked Away ft. Adam Levine,2015-08-14T18:00:01Z,759123764,3938481,103858,95098
,,,,,,
V1Pl8CzNzCw,"Billie Eilish, Khalid - lovely",2018-04-26T16:00:02Z,765709248,10975501,153546,268883
,,,,,,
ws00k_lIQ9U,Bad Bunny - Soy Peor (Video oficial),2016-12-31T05:37:30Z,756263000,4053329,304785,215164
,,,,,,
TR3Vdo5etCQ,No Doubt - Don't Speak,2009-10-07T19:43:56Z,756291135,2368060,111916,60714
,,,,,,
_KhQT-LGb-4,"SIMMBA: Aankh Marey | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi, Mika, Neha Kakkar,  Kumar Sanu",2018-12-06T05:30:01Z,755378705,3426504,649303,150406
,,,,,,
Ahha3Cqe_fk,Katy Perry - The One That Got Away (Official Video),2011-11-11T18:37:24Z,753204834,2918337,89058,187110
,,,,,,
ebVVuJN1WFM,Bartolito - La Granja de Zenón 3,2015-11-14T13:00:01Z,753544132,1570150,1003225,4286
,,,,,,
M11SvDtPBhA,Miley Cyrus - Party In The U.S.A.,2009-09-25T22:56:39Z,752164494,3027538,227299,404196
,,,,,,
f6vY6tYvKGA,"Cham Cham Full Video | BAAGHI | Tiger Shroff, Shraddha Kapoor| Meet Bros, Monali Thakur| Sabbir Khan",2016-05-06T08:02:29Z,757947833,1740009,410537,58410
,,,,,,
bESGLojNYSo,Lady Gaga - Poker Face (Official Music Video),2009-12-20T03:05:36Z,752016087,3596852,178557,220910
,,,,,,
Fy93n4Xvq78,Las Canciones de la Granja de Zenón - Lo Mejor de lo Mejor en HD - El Reino Infantil,2015-04-04T12:00:00Z,748341444,1272196,788906,32368
,,,,,,
_JOnM3jmY0o,Ozuna - Te Vas (Video Oficial),2016-05-27T15:00:01Z,747582661,2768502,164127,148085
,,,,,,
QCUg2r3vyJc,El Barco - El mordisco - ANTENA 3 TV,2011-01-26T17:46:11Z,748401942,316432,200831,15380
,,,,,,
Pgmx7z49OEk,Jennifer Lopez - Ain't Your Mama,2016-05-06T12:00:02Z,746676242,4320445,273501,187204
,,,,,,
xcL-oGPxgCg,Маша и Медведь - Сладкая жизнь (Серия 33),2013-06-01T18:27:37Z,743020145,736620,408029,2724
,,,,,,
EPo5wWmKEaI,Pitbull - Give Me Everything,2011-05-06T19:56:50Z,745140907,2522313,90537,138592
,,,,,,
WcTRQXtXJPs,Zé Neto e Cristiano - LARGADO ÀS TRAÇAS - Zé Neto e Cristiano Acústico,2018-01-30T12:58:01Z,743480004,3149447,200668,63192
,,,,,,
jzD_yyEcp0M,Marshmello & Anne-Marie - FRIENDS (Music Video) *OFFICIAL FRIENDZONE ANTHEM*,2018-02-16T12:41:36Z,745510362,8534575,232978,269833
,,,,,,
7RMQksXpQSk,Katy Perry - This Is How We Do (Official),2014-07-31T16:00:08Z,741597873,2821869,237867,138987
,,,,,,
aPxVSCfoYnU,Omarion Ft. Chris Brown & Jhene Aiko - Post To Be (Official Music Video),2015-02-18T00:14:22Z,742235682,2935540,183777,98931
,,,,,,
3YltYCrPZos,The Boo Boo Song | CoComelon Nursery Rhymes & Kids Songs,2019-04-09T07:00:00Z,752487563,2067570,1254050,6349
,,,,,,
TGtWWb9emYI,Pitbull ft. Jennifer Lopez & Claudia Leitte - We Are One (Ole Ola) [Official Video],2014-05-16T14:00:04Z,739903163,3190870,323643,220719
,,,,,,
sPTn0QEhxds,Shakira - Me Enamoré (Official Video),2017-05-12T19:30:01Z,739544246,3384032,265713,137337
,,,,,,
0oKreL1jvkg,Humpty Dumpty Nursery Rhyme - 3D Animation English Rhymes for children,2014-09-05T09:56:56Z,738033600,995378,663639,1325
,,,,,,
7C2z4GqqS5E,BTS (방탄소년단) 'FAKE LOVE' Official MV,2018-05-18T09:00:02Z,740519619,12926684,506988,2569010
,,,,,,
cHHLHGNpCSA,Avicii - Waiting For Love,2015-06-26T07:00:00Z,737115649,5130007,103795,217501
,,,,,,
uTK_7MOFV4s,El Marinero Baila - Paco El Marinero | El Reino Infantil,2014-11-29T12:00:09Z,737763197,1061487,691981,1143
,,,,,,
W9P_qUnMaFg,Dynoro & Gigi D’Agostino - In My Mind,2018-07-21T18:48:31Z,735807624,6521205,214338,221699
,,,,,,
CdXesX6mYUE,Pitbull ft. Chris Brown - International Love (Official Video),2011-12-08T23:03:29Z,728274086,2111256,99008,140594
,,,,,,
c0BLr35bmTc,Baby Doll Refrigerator and food toys play,2016-09-06T09:52:21Z,727551267,1244797,627482,13658
,,,,,,
dQw4w9WgXcQ,Rick Astley - Never Gonna Give You Up (Video),2009-10-25T06:57:33Z,731798520,6159253,209900,971329
,,,,,,
sEhy-RXkNo0,Rihanna - Man Down,2011-06-02T01:45:03Z,729147224,2918409,137354,151640
,,,,,,
7UO0O6ADu4Q,BANDA MS - EL COLOR DE TUS OJOS (VIDEO OFICIAL),2017-09-23T20:00:00Z,727395692,1393602,157883,40207
,,,,,,
EzKkl64rRbM,"Black Eyed Peas, J Balvin - RITMO (Bad Boys For Life)",2019-10-11T04:00:04Z,732223233,5015587,235216,111605
,,,,,,
tvTRZJ-4EyI,Kendrick Lamar - HUMBLE.,2017-03-30T23:00:06Z,725890957,5891371,305832,210722
,,,,,,
9Sc-ir2UwGU,Kygo - Firestone ft. Conrad Sewell (Official Video),2015-03-09T07:00:01Z,724348259,2881159,82151,45874
,,,,,,
WwQPh_mTrSg,Pica Pica - Popurrí de Autobús (Videoclip Oficial) - English Pitinglish,2016-03-04T14:02:37Z,725113787,1710290,979100,8783
,,,,,,
WAcnWtZjDWE,Ozuna - Dile Que Tu Me Quieres (Video Oficial) | Odisea,2016-09-16T16:00:35Z,721979389,2985739,186820,117905
,,,,,,
YlUKcNNmywk,Red Hot Chili Peppers - Californication [Official Music Video],2009-10-27T02:35:59Z,723160592,2779780,110648,96509
,,,,,,
HvNdJ2RCReg,Swimming Song | CoComelon Nursery Rhymes & Kids Songs,2018-10-02T07:00:03Z,727010812,1915321,1184068,7723
,,,,,,
QNJL6nfu__Q,Michael Jackson - They Don’t Care About Us (Brazil Version) (Official Video),2009-10-03T04:50:06Z,722139057,5367801,176386,239773
,,,,,,
7fEQmJ98x_Y,Farruko - Chillax ft. Ky-Mani Marley (Official Video),2016-07-23T01:43:50Z,718136064,1631669,134675,40564
,,,,,,
oiKj0Z_Xnjc,Stromae - Papaoutai (Clip Officiel),2013-06-06T10:00:44Z,719001662,4029385,188215,187777
,,,,,,
j1_JW7An2l0,"Farruko, Bad Bunny, Rvssian - Krippy Kush (Official Video)",2017-08-04T04:00:01Z,717347698,3599527,427312,195425
,,,,,,
ft4jcPSLJfY,"David Guetta, Bebe Rexha & J Balvin - Say My Name (Official Video)",2018-11-20T19:00:06Z,718658574,3939316,164290,74381
,,,,,,
zxseokeqhVk,Adexe y Nau - Andas En Mi Cabeza  (Chino & Nacho ft. Daddy Yankee Cover),2016-05-14T16:01:21Z,712695936,3747682,536505,464559
,,,,,,
EHkozMIXZ8w,Eminem ft. Rihanna - The Monster (Explicit) [Official Video],2013-12-17T00:50:00Z,713390268,4284660,132871,144114
,,,,,,
UceaB4D0jpo,Post Malone - rockstar ft. 21 Savage,2017-11-22T05:00:01Z,716093852,9052108,273909,331408
,,,,,,
6ACl8s_tBzE,Calvin Harris - Blame ft. John Newman,2014-09-12T07:00:01Z,711179625,2533803,82351,45068
,,,,,,
IdneKLhsWOQ,Taylor Swift - Wildest Dreams,2015-08-31T00:55:00Z,710912011,3873101,189731,212797
,,,,,,
lcOxhH8N3Bo,Bonnie Tyler - Total Eclipse of the Heart (Video),2009-11-15T14:54:12Z,711299511,3081431,138118,111971
,,,,,,
moSFlvxnbgk,"Disney's Frozen ""Let It Go"" Sequence Performed by Idina Menzel",2013-12-06T17:00:01Z,706533407,2257890,308387,178597
,,,,,,
pBuZEGYXA6E,BTS (방탄소년단) 'IDOL' Official MV,2018-08-24T09:00:03Z,711174271,12687067,717059,2317258
,,,,,,
GzU8KqOY8YA,Sean Paul - No Lie ft. Dua Lipa,2017-01-10T18:00:31Z,706962381,3745298,111314,74036
,,,,,,
qFLhGq0060w,The Weeknd - I Feel It Coming ft. Daft Punk (Official Video),2017-03-10T05:00:03Z,705428285,3659424,162743,156570
,,,,,,
VYOjWnS4cMY,Childish Gambino - This Is America (Official Video),2018-05-06T04:00:07Z,704783760,10212521,716966,770056
,,,,,,
kTlv5_Bs8aw,BTS (방탄소년단) 'MIC Drop (Steve Aoki Remix)' Official MV,2017-11-24T09:00:02Z,707676198,10494661,274029,1095039
,,,,,,
iMEhjsiHbwM,Maluma - HP (Official Video),2019-03-01T05:00:08Z,703897194,2960487,215870,81873
